142071 silly lifecycle tryor@0.1.2~preinstall: no script for preinstall, continuing
149372 silly build ng-annotate-loader@0.0.10
149373 info linkStuff ng-annotate-loader@0.0.10
149374 silly linkStuff ng-annotate-loader@0.0.10 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149375 verbose linkBins ng-annotate-loader@0.0.10
149376 verbose linkMans ng-annotate-loader@0.0.10
149377 silly build phantomjs@1.9.20
149378 info linkStuff phantomjs@1.9.20
149379 silly linkStuff phantomjs@1.9.20 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149380 verbose linkBins phantomjs@1.9.20
149381 verbose link bins [ { phantomjs: './bin/phantomjs' },
149381 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149381 verbose link bins   false ]
149382 verbose linkMans phantomjs@1.9.20
149383 silly build webpack-stream@2.1.1
149384 info linkStuff webpack-stream@2.1.1
149385 silly linkStuff webpack-stream@2.1.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149386 verbose linkBins webpack-stream@2.1.1
149387 verbose linkMans webpack-stream@2.1.1
149388 silly build wiredep@2.2.2
149389 info linkStuff wiredep@2.2.2
149390 silly linkStuff wiredep@2.2.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149391 verbose linkBins wiredep@2.2.2
149392 verbose link bins [ { wiredep: './wiredep-cli.js' },
149392 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149392 verbose link bins   false ]
149393 verbose linkMans wiredep@2.2.2
149394 silly doSerial global-link 0
149395 silly doParallel update-linked 0
149396 silly doSerial install 1154
149397 silly install abbrev@1.0.9 E:\Development\MEAN-Stack\front-end\node_modules\.staging\abbrev-c5c95d07
149398 info lifecycle abbrev@1.0.9~install: abbrev@1.0.9
149399 silly lifecycle abbrev@1.0.9~install: no script for install, continuing
149400 silly install acorn@2.6.4 E:\Development\MEAN-Stack\front-end\node_modules\.staging\acorn-2093fea0
149401 info lifecycle acorn@2.6.4~install: acorn@2.6.4
149402 silly lifecycle acorn@2.6.4~install: no script for install, continuing
149403 silly install adm-zip@0.4.4 E:\Development\MEAN-Stack\front-end\node_modules\.staging\adm-zip-18fa1842
149404 info lifecycle adm-zip@0.4.4~install: adm-zip@0.4.4
149405 silly lifecycle adm-zip@0.4.4~install: no script for install, continuing
149406 silly install after@0.8.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\after-884b574a
149407 info lifecycle after@0.8.1~install: after@0.8.1
149408 silly lifecycle after@0.8.1~install: no script for install, continuing
149409 silly install semver@5.0.3 E:\Development\MEAN-Stack\front-end\node_modules\.staging\semver-d081343e
149410 info lifecycle semver@5.0.3~install: semver@5.0.3
149411 silly lifecycle semver@5.0.3~install: no script for install, continuing
149412 silly install alphanum-sort@1.0.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\alphanum-sort-94e35729
149413 info lifecycle alphanum-sort@1.0.2~install: alphanum-sort@1.0.2
149414 silly lifecycle alphanum-sort@1.0.2~install: no script for install, continuing
149415 silly install amdefine@1.0.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\amdefine-cead9898
149416 info lifecycle amdefine@1.0.0~install: amdefine@1.0.0
149417 silly lifecycle amdefine@1.0.0~install: no script for install, continuing
149418 silly install ansi-escapes@1.4.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\ansi-escapes-295aff4a
149419 info lifecycle ansi-escapes@1.4.0~install: ansi-escapes@1.4.0
149420 silly lifecycle ansi-escapes@1.4.0~install: no script for install, continuing
149421 silly install ansi-regex@2.0.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\ansi-regex-f26eac74
149422 info lifecycle ansi-regex@2.0.0~install: ansi-regex@2.0.0
149423 silly lifecycle ansi-regex@2.0.0~install: no script for install, continuing
149424 silly install ansi-styles@2.2.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\ansi-styles-f2ed1874
149425 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
149426 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
149427 silly install aproba@1.0.4 E:\Development\MEAN-Stack\front-end\node_modules\.staging\aproba-3bd532d7
149428 info lifecycle aproba@1.0.4~install: aproba@1.0.4
149429 silly lifecycle aproba@1.0.4~install: no script for install, continuing
149430 silly install archy@1.0.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\archy-36e36dfc
149431 info lifecycle archy@1.0.0~install: archy@1.0.0
149432 silly lifecycle archy@1.0.0~install: no script for install, continuing
149433 silly install arr-flatten@1.0.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\arr-flatten-8f1bd293
149434 info lifecycle arr-flatten@1.0.1~install: arr-flatten@1.0.1
149435 silly lifecycle arr-flatten@1.0.1~install: no script for install, continuing
149436 silly install arr-diff@2.0.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\arr-diff-0e85b7e9
149437 info lifecycle arr-diff@2.0.0~install: arr-diff@2.0.0
149438 silly lifecycle arr-diff@2.0.0~install: no script for install, continuing
149439 silly install array-differ@1.0.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\array-differ-27794c10
149440 info lifecycle array-differ@1.0.0~install: array-differ@1.0.0
149441 silly lifecycle array-differ@1.0.0~install: no script for install, continuing
149442 silly install array-find-index@1.0.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\array-find-index-73e807b5
149443 info lifecycle array-find-index@1.0.2~install: array-find-index@1.0.2
149444 silly lifecycle array-find-index@1.0.2~install: no script for install, continuing
149445 silly install array-slice@0.2.3 E:\Development\MEAN-Stack\front-end\node_modules\.staging\array-slice-065261fa
149446 info lifecycle array-slice@0.2.3~install: array-slice@0.2.3
149447 silly lifecycle array-slice@0.2.3~install: no script for install, continuing
149448 silly install array-uniq@1.0.3 E:\Development\MEAN-Stack\front-end\node_modules\.staging\array-uniq-105b076f
149449 info lifecycle array-uniq@1.0.3~install: array-uniq@1.0.3
149450 silly lifecycle array-uniq@1.0.3~install: no script for install, continuing
149451 silly install array-union@1.0.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\array-union-d673a8db
149452 info lifecycle array-union@1.0.2~install: array-union@1.0.2
149453 silly lifecycle array-union@1.0.2~install: no script for install, continuing
149454 silly install array-unique@0.2.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\array-unique-4b79d99c
149455 info lifecycle array-unique@0.2.1~install: array-unique@0.2.1
149456 silly lifecycle array-unique@0.2.1~install: no script for install, continuing
149457 silly install arraybuffer.slice@0.0.6 E:\Development\MEAN-Stack\front-end\node_modules\.staging\arraybuffer.slice-bdd36502
149458 info lifecycle arraybuffer.slice@0.0.6~install: arraybuffer.slice@0.0.6
149459 silly lifecycle arraybuffer.slice@0.0.6~install: no script for install, continuing
149460 silly install arrify@1.0.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\arrify-c9f99a9b
149461 info lifecycle arrify@1.0.1~install: arrify@1.0.1
149462 silly lifecycle arrify@1.0.1~install: no script for install, continuing
149463 silly install asn1@0.1.11 E:\Development\MEAN-Stack\front-end\node_modules\.staging\asn1-7ade3c21
149464 info lifecycle asn1@0.1.11~install: asn1@0.1.11
149465 silly lifecycle asn1@0.1.11~install: no script for install, continuing
149466 silly install assert-plus@0.1.5 E:\Development\MEAN-Stack\front-end\node_modules\.staging\assert-plus-c2f3a653
149467 info lifecycle assert-plus@0.1.5~install: assert-plus@0.1.5
149468 silly lifecycle assert-plus@0.1.5~install: no script for install, continuing
149469 silly install async-each@1.0.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\async-each-af9c7159
149470 info lifecycle async-each@1.0.1~install: async-each@1.0.1
149471 silly lifecycle async-each@1.0.1~install: no script for install, continuing
149472 silly install async-each-series@0.1.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\async-each-series-226844ec
149473 info lifecycle async-each-series@0.1.1~install: async-each-series@0.1.1
149474 silly lifecycle async-each-series@0.1.1~install: no script for install, continuing
149475 silly install async-foreach@0.1.3 E:\Development\MEAN-Stack\front-end\node_modules\.staging\async-foreach-d26b3903
149476 info lifecycle async-foreach@0.1.3~install: async-foreach@0.1.3
149477 silly lifecycle async-foreach@0.1.3~install: no script for install, continuing
149478 silly install lodash@4.16.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\lodash-67a013ea
149479 info lifecycle lodash@4.16.2~install: lodash@4.16.2
149480 silly lifecycle lodash@4.16.2~install: no script for install, continuing
149481 silly install async@2.0.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\async-abe5e0ca
149482 info lifecycle async@2.0.1~install: async@2.0.1
149483 silly lifecycle async@2.0.1~install: no script for install, continuing
149484 silly install aws-sign2@0.6.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\aws-sign2-5c8c62f6
149485 info lifecycle aws-sign2@0.6.0~install: aws-sign2@0.6.0
149486 silly lifecycle aws-sign2@0.6.0~install: no script for install, continuing
149487 silly install lodash@4.16.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\lodash-80734857
149488 info lifecycle lodash@4.16.2~install: lodash@4.16.2
149489 silly lifecycle lodash@4.16.2~install: no script for install, continuing
149490 silly install lodash@4.16.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\lodash-0812ffd4
149491 info lifecycle lodash@4.16.2~install: lodash@4.16.2
149492 silly lifecycle lodash@4.16.2~install: no script for install, continuing
149493 silly install lodash@4.16.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\lodash-05aefad4
149494 info lifecycle lodash@4.16.2~install: lodash@4.16.2
149495 silly lifecycle lodash@4.16.2~install: no script for install, continuing
149496 silly install lodash@4.16.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\lodash-c54a5b7d
149497 info lifecycle lodash@4.16.2~install: lodash@4.16.2
149498 silly lifecycle lodash@4.16.2~install: no script for install, continuing
149499 silly install lodash@4.16.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\lodash-13dde1ad
149500 info lifecycle lodash@4.16.2~install: lodash@4.16.2
149501 silly lifecycle lodash@4.16.2~install: no script for install, continuing
149502 silly install core-js@1.2.7 E:\Development\MEAN-Stack\front-end\node_modules\.staging\core-js-a6a47916
149503 info lifecycle core-js@1.2.7~install: core-js@1.2.7
149504 silly lifecycle core-js@1.2.7~install: no script for install, continuing
149505 silly install babel-runtime@5.8.38 E:\Development\MEAN-Stack\front-end\node_modules\.staging\babel-runtime-deab8061
149506 info lifecycle babel-runtime@5.8.38~install: babel-runtime@5.8.38
149507 silly lifecycle babel-runtime@5.8.38~install: no script for install, continuing
149508 silly install lodash@4.16.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\lodash-a0aafa07
149509 info lifecycle lodash@4.16.2~install: lodash@4.16.2
149510 silly lifecycle lodash@4.16.2~install: no script for install, continuing
149511 silly install lodash@4.16.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\lodash-7c6ebbee
149512 info lifecycle lodash@4.16.2~install: lodash@4.16.2
149513 silly lifecycle lodash@4.16.2~install: no script for install, continuing
149514 silly install lodash@4.16.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\lodash-fd46d61b
149515 info lifecycle lodash@4.16.2~install: lodash@4.16.2
149516 silly lifecycle lodash@4.16.2~install: no script for install, continuing
149517 silly install babylon@6.11.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\babylon-e128915e
149518 info lifecycle babylon@6.11.2~install: babylon@6.11.2
149519 silly lifecycle babylon@6.11.2~install: no script for install, continuing
149520 silly install backo2@1.0.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\backo2-2386515a
149521 info lifecycle backo2@1.0.2~install: backo2@1.0.2
149522 silly lifecycle backo2@1.0.2~install: no script for install, continuing
149523 silly install balanced-match@0.4.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\balanced-match-a96fe8c1
149524 info lifecycle balanced-match@0.4.2~install: balanced-match@0.4.2
149525 silly lifecycle balanced-match@0.4.2~install: no script for install, continuing
149526 silly install Base64@0.2.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\Base64-0c983f51
149527 info lifecycle Base64@0.2.1~install: Base64@0.2.1
149528 silly lifecycle Base64@0.2.1~install: no script for install, continuing
149529 silly install base64-arraybuffer@0.1.2 E:\Development\MEAN-Stack\front-end\node_modules\.staging\base64-arraybuffer-84cfe88e
149530 info lifecycle base64-arraybuffer@0.1.2~install: base64-arraybuffer@0.1.2
149531 silly lifecycle base64-arraybuffer@0.1.2~install: no script for install, continuing
149532 silly install base64-js@1.2.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\base64-js-60de5c58
149533 info lifecycle base64-js@1.2.0~install: base64-js@1.2.0
149534 silly lifecycle base64-js@1.2.0~install: no script for install, continuing
149535 silly install base64id@0.1.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\base64id-b9bf57a6
149536 info lifecycle base64id@0.1.0~install: base64id@0.1.0
149537 silly lifecycle base64id@0.1.0~install: no script for install, continuing
149538 silly install batch@0.5.3 E:\Development\MEAN-Stack\front-end\node_modules\.staging\batch-a18bbfb4
149539 info lifecycle batch@0.5.3~install: batch@0.5.3
149540 silly lifecycle batch@0.5.3~install: no script for install, continuing
149541 silly install beeper@1.1.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\beeper-03c15974
149542 info lifecycle beeper@1.1.0~install: beeper@1.1.0
149543 silly lifecycle beeper@1.1.0~install: no script for install, continuing
149544 silly install benchmark@1.0.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\benchmark-cb83baf7
149545 info lifecycle benchmark@1.0.0~install: benchmark@1.0.0
149546 silly lifecycle benchmark@1.0.0~install: no script for install, continuing
149547 silly install big.js@3.1.3 E:\Development\MEAN-Stack\front-end\node_modules\.staging\big.js-a04d2ad2
149548 info lifecycle big.js@3.1.3~install: big.js@3.1.3
149549 silly lifecycle big.js@3.1.3~install: no script for install, continuing
149550 silly install binary-extensions@1.6.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\binary-extensions-8149b4bc
149551 info lifecycle binary-extensions@1.6.0~install: binary-extensions@1.6.0
149552 silly lifecycle binary-extensions@1.6.0~install: no script for install, continuing
149553 silly install binaryextensions@1.0.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\binaryextensions-d4a271b1
149554 info lifecycle binaryextensions@1.0.1~install: binaryextensions@1.0.1
149555 silly lifecycle binaryextensions@1.0.1~install: no script for install, continuing
149556 silly install bindings@1.2.1 E:\Development\MEAN-Stack\front-end\node_modules\.staging\bindings-b3e5e4a1
149557 info lifecycle bindings@1.2.1~install: bindings@1.2.1
149558 silly lifecycle bindings@1.2.1~install: no script for install, continuing
149559 silly install blob@0.0.4 E:\Development\MEAN-Stack\front-end\node_modules\.staging\blob-954363a3
149560 info lifecycle blob@0.0.4~install: blob@0.0.4
149561 silly lifecycle blob@0.0.4~install: no script for install, continuing
149562 silly install bluebird@2.11.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\bluebird-47ab59aa
149563 info lifecycle bluebird@2.11.0~install: bluebird@2.11.0
149564 silly lifecycle bluebird@2.11.0~install: no script for install, continuing
149565 silly install qs@6.2.0 E:\Development\MEAN-Stack\front-end\node_modules\.staging\qs-9770c84a
149566 info lifecycle qs@6.2.0~install: qs@6.2.0
149567 silly lifecycle qs@6.2.0~install: no script for install, continuing
149568 silly install graceful-fs@2.0.3 E:\Development\MEAN-Stack\front-end\node_modules\.staging\graceful-fs-54acf527
149569 info lifecycle graceful-fs@2.0.3~install: graceful-fs@2.0.3
149570 silly lifecycle graceful-fs@2.0.3~install: no script for install, continuing
